
Symbol table '.dynsym' contains 27118 entries:
   Num:    Value          Size Type    Bind   Vis      Ndx Name
 13268: 0000000000f17480    19 OBJECT  WEAK   DEFAULT   11 _ZTSN7cocos2d7CCSpawnE
 13269: 0000000000b56fc8   160 FUNC    GLOBAL DEFAULT   10 _ZNK4pugi8xml_text7as_uintEj
 13270: 0000000000e7d4b0   592 FUNC    GLOBAL DEFAULT   10 ec_GF2m_simple_mul
 13271: 0000000000af7230    36 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d14CCMotionStreakD0Ev
 13272: 0000000000845260   516 FUNC    GLOBAL DEFAULT   10 _ZN16GJAccountManager15handleItDelayedEbSsSs10GJHttpType
 13273: 00000000011ab860    96 OBJECT  WEAK   DEFAULT   17 _ZTV12DialogObject
 13274: 0000000000820110   260 FUNC    GLOBAL DEFAULT   10 _ZN16GJRateLevelLayerD1Ev
 13275: 0000000000b0dd78   184 FUNC    WEAK   DEFAULT   10 _ZN7_JNIEnv19CallStaticIntMethodEP7_jclassP10_jmethodIDz
 13276: 00000000005bf098    64 FUNC    GLOBAL DEFAULT   10 _ZN21CreateGuidelinesLayer7onCloseEPN7cocos2d8CCObjectE
 13277: 00000000011d4e90    24 OBJECT  WEAK   DEFAULT   17 _ZTI18SelectPremadeLayer
 13278: 0000000000e041d4   316 FUNC    GLOBAL DEFAULT   10 X509_get1_ocsp
 13279: 0000000000a6db70   180 FUNC    GLOBAL DEFAULT   10 _ZN12GJPathSprite6createEi
 13280: 00000000011931d0    24 OBJECT  WEAK   DEFAULT   17 _ZTI19EditGameObjectPopup
 13281: 0000000000000000     0 FUNC    GLOBAL DEFAULT  UND nanosleep@LIBC (2)
 13282: 0000000000de3204    60 FUNC    GLOBAL DEFAULT   10 UI_get_default_method
 13283: 0000000000634c40  4284 FUNC    GLOBAL DEFAULT   10 _ZN12PlayerObject10updateJumpEf
 13284: 0000000000aeae10   264 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d11CCLayerRGBA20updateDisplayedColorERKNS_10_ccColor3BE
 13285: 00000000008c3a8c     8 FUNC    GLOBAL DEFAULT   10 _ZN12GJPromoPopup14keyBackClickedEv
 13286: 0000000001230d58     8 OBJECT  GLOBAL DEFAULT   20 _ZN7cocos2d22ccPositionTexture_vertE
 13287: 0000000001245e10     1 OBJECT  GLOBAL DEFAULT   21 _ZN7cocos2d28kCCProfilerCategoryParticlesE
 13288: 0000000000000000     0 FUNC    GLOBAL DEFAULT  UND pthread_join@LIBC (2)
 13289: 00000000005d95cc   420 FUNC    WEAK   DEFAULT   10 _ZNSt10_HashtableIiiSaIiENSt8__detail9_IdentityESt8equal_toIiESt4hashIiENS1_18_Mod_range_hashingENS1_20_Default_ranged_hashENS1_20_Prime_rehash_policyENS1_17_Hashtable_traitsILb0ELb1ELb1EEEE9_M_assignIZNSC_aSERKSC_EUlPKNS1_10_Hash_nodeIiLb0EEEE0_EEvSF_RKT_
 13290: 0000000000de5c54     4 FUNC    GLOBAL DEFAULT   10 X509at_get_attr_count
 13291: 00000000006edccc    36 FUNC    GLOBAL DEFAULT   10 _Z17savedLevelComparePKvS0_
 13292: 00000000007165a4    28 FUNC    GLOBAL DEFAULT   10 _ZN14GJSearchObject17getPrevPageObjectEv
 13293: 00000000004ee3b4  1380 FUNC    GLOBAL DEFAULT   10 _ZN18AchievementManager14addAchievementESsSsSsSsSsi
 13294: 0000000000673ebc   372 FUNC    GLOBAL DEFAULT   10 _ZN16LevelEditorLayer23getNextFreeAreaEffectIDERKSt13unordered_setIiSt4hashIiESt8equal_toIiESaIiEE
 13295: 00000000004eda6c     4 FUNC    GLOBAL DEFAULT   10 Java_com_customRobTop_JniToCpp_itemRefunded
 13296: 0000000001176e60  2000 OBJECT  WEAK   DEFAULT   17 _ZTV15EndPortalObject
 13297: 00000000009c9998   204 FUNC    GLOBAL DEFAULT   10 _ZN12MPLobbyLayerD1Ev
 13298: 00000000011ca430    24 OBJECT  WEAK   DEFAULT   17 _ZTV17SelectArtDelegate
 13299: 000000000088a348   648 FUNC    GLOBAL DEFAULT   10 _ZN15GJBaseGameLayer14toggleDualModeEP10GameObjectbP12PlayerObjectb
 13300: 0000000000574f74    36 FUNC    GLOBAL DEFAULT   10 _ZN12CCBlockLayerD0Ev
 13301: 0000000000b66740    88 FUNC    GLOBAL DEFAULT   10 _ZN4pugi11xpath_queryD2Ev
 13302: 00000000007ddf20     8 FUNC    GLOBAL DEFAULT   10 _ZThn608_N12SupportLayer15FLAlert_ClickedEP12FLAlertLayerb
 13303: 0000000000afa760    32 FUNC    WEAK   DEFAULT   10 _ZN7cocos2d15CCParticleSmoke4initEv
 13304: 000000000095a880     8 FUNC    GLOBAL DEFAULT   10 _ZThn320_N21SetupTouchTogglePopupD0Ev
 13305: 0000000000e1ffe4   228 FUNC    GLOBAL DEFAULT   10 cms_DigestAlgorithm_find_ctx
 13306: 0000000000000000     0 FUNC    GLOBAL DEFAULT  UND fmodf@LIBC (3)
 13307: 00000000005be23c     4 FUNC    GLOBAL DEFAULT   10 _ZN11AppDelegate3getEv
 13308: 00000000007a1dc0    40 FUNC    GLOBAL DEFAULT   10 _ZN16GameStatsManager17shopTypeForItemIDEi
 13309: 00000000005d3630   112 FUNC    WEAK   DEFAULT   10 _ZNSt10_HashtableIiSt4pairIKibESaIS2_ENSt8__detail10_Select1stESt8equal_toIiESt4hashIiENS4_18_Mod_range_hashingENS4_20_Default_ranged_hashENS4_20_Prime_rehash_policyENS4_17_Hashtable_traitsILb0ELb0ELb1EEEED1Ev
 13310: 0000000000bce818    76 FUNC    GLOBAL DEFAULT   10 png_malloc_warn
 13311: 0000000000b3f690     4 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d22CCStandardTouchHandler16initWithDelegateEPNS_15CCTouchDelegateEi
 13312: 000000000091879c   180 FUNC    GLOBAL DEFAULT   10 _ZN19GauntletSelectLayer8goToPageEib
 13313: 0000000000908898   684 FUNC    GLOBAL DEFAULT   10 _ZN14ChallengesPage12updateTimersEf
 13314: 0000000000b384d4    60 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d10CCTMXLayer10setTileSetEPNS_16CCTMXTilesetInfoE
 13315: 000000000113c0f0   928 OBJECT  WEAK   DEFAULT   17 _ZTV8GManager
 13316: 0000000000af1964     8 FUNC    WEAK   DEFAULT   10 _ZThn320_N7cocos2d6CCMenuD0Ev
 13317: 000000000070d230  2944 FUNC    GLOBAL DEFAULT   10 _ZN16GameLevelManager22onGetMapPacksCompletedESsSs
 13318: 000000000113f7b0  1648 OBJECT  WEAK   DEFAULT   17 _ZTV16SliderTouchLogic
 13319: 00000000008a1860     8 FUNC    GLOBAL DEFAULT   10 _ZThn336_N17GJColorSetupLayer14keyBackClickedEv
 13320: 0000000000d6ff90    56 FUNC    GLOBAL DEFAULT   10 ASN1_item_new
 13321: 000000000068aa9c    48 FUNC    GLOBAL DEFAULT   10 _ZN8EditorUI24isLiveColorSelectTriggerEP10GameObject
 13322: 0000000000b0f294   220 FUNC    GLOBAL DEFAULT   10 _Z19setIntegerForKeyJNIPKci
 13323: 0000000000a43264   100 FUNC    WEAK   DEFAULT   10 _ZN20SetupForceBlockPopupD2Ev
 13324: 00000000007ae08c   516 FUNC    GLOBAL DEFAULT   10 _ZN15GJChallengeItem10dataLoadedEP13DS_Dictionary
 13325: 0000000000b0aa08   128 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d9CCEGLView16sharedOpenGLViewEv
 13326: 0000000000a9c918    88 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d9extension21CCControlColourPicker19updateControlPickerEv
 13327: 0000000000796ebc    88 FUNC    GLOBAL DEFAULT   10 _ZN13GJGarageLayer8getItemsE8IconType
 13328: 0000000000b01930   604 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d16CCParticleSystem12initWithFileEPKcb
 13329: 000000000093474c    24 FUNC    GLOBAL DEFAULT   10 _ZN11RewardsPage13tryGetRewardsEv
 13330: 00000000006b7cd8     8 FUNC    GLOBAL DEFAULT   10 _ZThn432_N8EditorUI13scaleXChangedEfb
 13331: 0000000000de1388   420 FUNC    GLOBAL DEFAULT   10 TXT_DB_write
 13332: 00000000005bd058   204 FUNC    GLOBAL DEFAULT   10 _ZN17CCSpriteGrayscale6createERKSs
 13333: 0000000000916bf0    96 FUNC    GLOBAL DEFAULT   10 _ZN11DialogLayer17displayNextObjectEv
 13334: 00000000009c025c     8 FUNC    GLOBAL DEFAULT   10 _ZThn648_N19CreateParticlePopup11sliderEndedEP6Slider
 13335: 0000000000ab666c    20 FUNC    WEAK   DEFAULT   10 _ZN7cocos2d13CCEaseElasticD1Ev
 13336: 0000000000d79b94    24 FUNC    GLOBAL DEFAULT   10 BN_get_rfc3526_prime_1536
 13337: 000000000078acdc    28 FUNC    GLOBAL DEFAULT   10 _ZN16EditorPauseLayer18toggleSelectFilterEPN7cocos2d8CCObjectE
 13338: 00000000005919d0   392 FUNC    GLOBAL DEFAULT   10 _ZN22SpriteAnimationManager15createWithOwnerEP16CCAnimatedSpriteSs
 13339: 0000000000b0aa88     8 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d15CCAccelerometerC1Ev
 13340: 0000000000defb08    12 FUNC    GLOBAL DEFAULT   10 X509_NAME_ENTRY_get_data
 13341: 0000000000ac4bb4    60 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d15CCActionManagerC1Ev
 13342: 0000000000622ad0    48 FUNC    GLOBAL DEFAULT   10 _ZN12PlayerObject12setYVelocityEdi
 13343: 0000000001242100     8 OBJECT  GLOBAL DEFAULT   21 _prevGamelayerPos
 13344: 00000000007c6ec4   128 FUNC    GLOBAL DEFAULT   10 _ZN20ParentalOptionsLayerD1Ev
 13345: 0000000000749ce4    36 FUNC    WEAK   DEFAULT   10 _ZN23ObjectControlGameObjectD1Ev
 13346: 0000000000de250c    20 FUNC    GLOBAL DEFAULT   10 UI_add_input_boolean
 13347: 000000000083edc8    52 FUNC    GLOBAL DEFAULT   10 _ZN14SongSelectNode10onSongModeEPN7cocos2d8CCObjectE
 13348: 0000000000af36b4   208 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d15CCMenuItemLabel8setLabelEPNS_6CCNodeE
 13349: 00000000007d05f0   140 FUNC    GLOBAL DEFAULT   10 _ZN21MoreVideoOptionsLayer16updateFPSButtonsEv
 13350: 000000000060a64c    36 FUNC    GLOBAL DEFAULT   10 _ZN10GJUserCellD0Ev
 13351: 0000000000791378   464 FUNC    GLOBAL DEFAULT   10 _ZN13GJGarageLayer20descriptionForUnlockEi10UnlockType
 13352: 00000000006406dc   132 FUNC    GLOBAL DEFAULT   10 _ZN10GameObject13setChildColorERKN7cocos2d10_ccColor3BE
 13353: 0000000000d79bf4    24 FUNC    GLOBAL DEFAULT   10 BN_get_rfc3526_prime_6144
 13354: 0000000000615b78   364 FUNC    GLOBAL DEFAULT   10 _ZN15CustomMusicCell14loadFromObjectEP14SongInfoObject
 13355: 000000000070bfc0    36 FUNC    GLOBAL DEFAULT   10 _ZN11GJGameLevel22demonIconForDifficultyE19DemonDifficultyType
 13356: 000000000083eba8   152 FUNC    GLOBAL DEFAULT   10 _ZN14SongSelectNode22updateWidgetVisibilityEv
 13357: 0000000000823748   240 FUNC    GLOBAL DEFAULT   10 _ZN16NumberInputLayerD2Ev
 13358: 0000000000917848     8 FUNC    GLOBAL DEFAULT   10 _ZN19GauntletSelectLayer11unblockPlayEv
 13359: 0000000000b13054    72 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d16CCAnimationFrameD1Ev
 13360: 0000000000bc27ac   384 FUNC    GLOBAL DEFAULT   10 lws_plat_service
 13361: 00000000006ca68c    60 FUNC    GLOBAL DEFAULT   10 _ZN12CreatorLayer14onOnlineLevelsEPN7cocos2d8CCObjectE
 13362: 00000000006f6f20   472 FUNC    GLOBAL DEFAULT   10 _ZN16GameLevelManager14tryGetUsernameEi
 13363: 0000000000d89498    16 FUNC    GLOBAL DEFAULT   10 i2d_DSAparams
 13364: 00000000008b4174  1952 FUNC    GLOBAL DEFAULT   10 _ZN15GJEffectManager26controlActionsForControlIDEi15GJActionCommand
 13365: 00000000008d43e4   788 FUNC    GLOBAL DEFAULT   10 _ZN14TextAlertPopup4initESsffiSs
 13366: 000000000075b5b8    56 FUNC    GLOBAL DEFAULT   10 _ZN24AudioLineGuideGameObject4initEv
 13367: 0000000000b194b4   152 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d13CCSpriteFrame17setOffsetInPixelsERKNS_7CCPointE
 13368: 0000000000aa6e58    68 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d9extension12CCScrollView15setTouchEnabledEb
 13369: 0000000000d5abe8   124 FUNC    GLOBAL DEFAULT   10 SSL_get_shared_sigalgs
 13370: 0000000000a93b00   228 FUNC    GLOBAL DEFAULT   10 _ZN12SecretLayer515textInputClosedEP15CCTextInputNode
 13371: 0000000000d33c7c   300 FUNC    GLOBAL DEFAULT   10 ssl3_setup_write_buffer
 13372: 0000000000a6e454     4 FUNC    GLOBAL DEFAULT   10 _ZN10GJPathPage15didPurchaseItemEP11GJStoreItem
 13373: 0000000000b23110    52 FUNC    WEAK   DEFAULT   10 _ZN8tinyxml212XMLAttributeD2Ev
 13374: 000000000061a2e8     4 FUNC    GLOBAL DEFAULT   10 _ZN11GJScoreCell5onBanEPN7cocos2d8CCObjectE
 13375: 000000000121ba08    24 OBJECT  WEAK   DEFAULT   17 _ZTIN7cocos2d22CCStandardTouchHandlerE
 13376: 0000000000a30510  3292 FUNC    GLOBAL DEFAULT   10 _ZN19LevelAreaInnerLayer4initEb
 13377: 00000000005b383c   352 FUNC    GLOBAL DEFAULT   10 _ZN15FMODAudioEngine14isMusicPlayingESsi
 13378: 00000000005bdc9c    20 FUNC    GLOBAL DEFAULT   10 _ZN11AppDelegate27applicationWillBecomeActiveEv
 13379: 0000000000c71a3c    36 FUNC    GLOBAL DEFAULT   10 WebPDecodeRGB
 13380: 00000000006be664   636 FUNC    GLOBAL DEFAULT   10 _ZN8EditorUI16setIDPopupClosedEP10SetIDPopupi
 13381: 0000000001210b90    24 OBJECT  WEAK   DEFAULT   17 _ZTIN7cocos2d14CCClippingNodeE
 13382: 0000000000b0fc2c   324 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d9JniHelper13getMethodInfoERNS_14JniMethodInfo_EPKcS4_S4_
 13383: 0000000000ec63d0    29 OBJECT  WEAK   DEFAULT   11 _ZTS26GJTransformControlDelegate
 13384: 000000000084018c   620 FUNC    GLOBAL DEFAULT   10 _ZN20CustomizeObjectLayer18updateKerningLabelEv
 13385: 0000000000d894c8    20 FUNC    GLOBAL DEFAULT   10 DSAparams_dup
 13386: 0000000000ef1c40    14 OBJECT  WEAK   DEFAULT   11 _ZTS11SecretLayer
 13387: 0000000000620958   108 FUNC    GLOBAL DEFAULT   10 _Z10boxCompMaxPKvS0_
 13388: 0000000000958ff4   100 FUNC    GLOBAL DEFAULT   10 _ZN15SetupShakePopupD2Ev
 13389: 00000000008d4d54   708 FUNC    GLOBAL DEFAULT   10 _ZN19FMODLevelVisualizer16updateVisualizerEfff
 13390: 0000000000b3a06c   208 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d16CCTMXObjectGroupD1Ev
 13391: 00000000005bd4fc   844 FUNC    GLOBAL DEFAULT   10 _Z13base64_encodePKhj
 13392: 0000000000d9d764    12 FUNC    GLOBAL DEFAULT   10 ENGINE_set_flags
 13393: 00000000009da500   340 FUNC    GLOBAL DEFAULT   10 _Z24generateAllBinaryStringsiPiiPN7cocos2d12CCDictionaryEPNS0_6CCNodeE
 13394: 0000000000ab6864    20 FUNC    WEAK   DEFAULT   10 _ZN7cocos2d22CCEaseExponentialInOutD1Ev
 13395: 0000000000de7168    32 FUNC    GLOBAL DEFAULT   10 X509_CRL_add_ext
 13396: 0000000000ab9ae4    20 FUNC    WEAK   DEFAULT   10 _ZN7cocos2d11CCReuseGridD1Ev
 13397: 0000000000b1ce30   148 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d15isspace_unicodeEt
 13398: 00000000005a5024     8 FUNC    GLOBAL DEFAULT   10 _ZThn416_N15CCTextInputNode24onTextFieldAttachWithIMEEPN7cocos2d14CCTextFieldTTFE
 13399: 0000000000bcd438    20 FUNC    GLOBAL DEFAULT   10 png_get_error_ptr
 13400: 0000000000f0cac0    28 OBJECT  WEAK   DEFAULT   11 _ZTS25SetupAreaFadeTriggerPopup
 13401: 0000000000afc6b8   140 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d19CCParticleFireworks24createWithTotalParticlesEj
 13402: 00000000011fc680   144 OBJECT  WEAK   DEFAULT   17 _ZTVN7cocos2d13CCEaseBackOutE
 13403: 00000000011919b0  1768 OBJECT  WEAK   DEFAULT   17 _ZTV17GJColorSetupLayer
 13404: 0000000000ecde00    21 OBJECT  WEAK   DEFAULT   11 _ZTS18GameOptionsTrigger
 13405: 0000000000d9d7bc    16 FUNC    GLOBAL DEFAULT   10 ENGINE_get_static_state
 13406: 0000000000aee1d8   124 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d19CCTransitionMoveInB6createEfPNS_7CCSceneE
 13407: 0000000000592f8c     8 FUNC    GLOBAL DEFAULT   10 _ZThn320_N12SlideInLayerD1Ev
 13408: 0000000000e60104    12 FUNC    GLOBAL DEFAULT   10 EVP_CIPHER_meth_set_ctrl
 13409: 0000000000665a10   396 FUNC    GLOBAL DEFAULT   10 _ZN16LevelEditorLayer22removeAllObjectsOfTypeEi
 13410: 0000000000a1d344  4124 FUNC    GLOBAL DEFAULT   10 _ZN30SetupAdvFollowEditPhysicsPopup4initEP24AdvancedFollowEditObjectPN7cocos2d7CCArrayE
 13411: 00000000007ed54c   156 FUNC    GLOBAL DEFAULT   10 _ZN15RetryLevelLayerD1Ev
 13412: 0000000000664d10   404 FUNC    GLOBAL DEFAULT   10 _ZN13DrawGridLayer4initEPN7cocos2d6CCNodeEP16LevelEditorLayer
 13413: 00000000008fd814   288 FUNC    GLOBAL DEFAULT   10 _ZN11ProfilePage9isCorrectEPKc
 13414: 000000000074a848   208 FUNC    GLOBAL DEFAULT   10 _ZN18ParticleGameObject21addMainSpriteToParentEb
 13415: 0000000000ad7b98   128 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d10ccDrawInitEv
 13416: 00000000005b272c   628 FUNC    WEAK   DEFAULT   10 _ZNSt10_HashtableIiSt4pairIKi9FMODMusicESaIS3_ENSt8__detail10_Select1stESt8equal_toIiESt4hashIiENS5_18_Mod_range_hashingENS5_20_Default_ranged_hashENS5_20_Prime_rehash_policyENS5_17_Hashtable_traitsILb0ELb0ELb1EEEE21_M_insert_unique_nodeEmmPNS5_10_Hash_nodeIS3_Lb0EEE
 13417: 00000000008580e8    36 FUNC    GLOBAL DEFAULT   10 _ZN15GJBaseGameLayer13asyncMGLoadedEi
 13418: 00000000008fd934   112 FUNC    GLOBAL DEFAULT   10 _ZN11ProfilePage18loadCommentsFailedEPKc
 13419: 00000000011c85a8    24 OBJECT  WEAK   DEFAULT   17 _ZTI20ParticlePreviewLayer
 13420: 0000000000de8534     8 FUNC    GLOBAL DEFAULT   10 X509_STORE_set_lookup_crls
 13421: 0000000000ed46e0    19 OBJECT  WEAK   DEFAULT   11 _ZTS16GJFlyGroundLayer
 13422: 0000000000ad3cd8     8 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d6CCZoneC2EPNS_8CCObjectE
 13423: 0000000000685aa0     8 FUNC    WEAK   DEFAULT   10 _ZThn320_N17GJRotationControlD1Ev
 13424: 0000000000b24584    68 FUNC    GLOBAL DEFAULT   10 _ZN8tinyxml27XMLNodeD1Ev
 13425: 00000000008bf590   128 FUNC    GLOBAL DEFAULT   10 _ZN15GJEffectManager19activeColorForIndexEi
 13426: 0000000000ab68f4    20 FUNC    WEAK   DEFAULT   10 _ZN7cocos2d19CCEaseExponentialInD1Ev
 13427: 000000000096e044     8 FUNC    GLOBAL DEFAULT   10 _ZThn320_N23SetupPlatformerEndPopupD1Ev
 13428: 0000000000d749f4   132 FUNC    GLOBAL DEFAULT   10 BIO_printf
 13429: 00000000007e9580   180 FUNC    GLOBAL DEFAULT   10 _ZN17LocalLevelManager16getCreatedLevelsEi
 13430: 0000000001130d40    56 OBJECT  GLOBAL DEFAULT   17 X509_CRL_INFO_it
 13431: 00000000009ca7fc     8 FUNC    GLOBAL DEFAULT   10 _ZThn344_N12MPLobbyLayer7keyDownEN7cocos2d12enumKeyCodesEd
 13432: 0000000000df0144    20 FUNC    GLOBAL DEFAULT   10 d2i_RSAPublicKey_bio
 13433: 0000000001205e30    56 OBJECT  WEAK   DEFAULT   17 _ZTIN7cocos2d19CCTransitionMoveInLE
 13434: 0000000000787ce4  1144 FUNC    GLOBAL DEFAULT   10 _ZN20ForceBlockGameObject13getSaveStringEP15GJBaseGameLayer
 13435: 0000000000c1bbe8  1064 FUNC    GLOBAL DEFAULT   10 jpeg_fdct_14x7
 13436: 0000000000c01100   384 FUNC    GLOBAL DEFAULT   10 jpeg_add_quant_table
 13437: 000000000062ad90    52 FUNC    GLOBAL DEFAULT   10 _ZN12PlayerObject16playerTeleportedEv
 13438: 000000000082ddc4   208 FUNC    GLOBAL DEFAULT   10 _ZN14SongInfoObject10copyValuesEPS_
 13439: 0000000000864464  2656 FUNC    GLOBAL DEFAULT   10 _ZN15GJBaseGameLayer17gameEventToStringE11GJGameEvent
 13440: 000000000094673c     8 FUNC    GLOBAL DEFAULT   10 _ZThn320_N12SecretLayer4D0Ev
 13441: 0000000000a98220   488 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d9extension13AssetsManager8downLoadEv
 13442: 00000000006f7278    32 FUNC    GLOBAL DEFAULT   10 _ZN16GameLevelManager14getMessagesKeyEbi
 13443: 0000000000886c9c   376 FUNC    WEAK   DEFAULT   10 _ZNSt8_Rb_treeISt4pairIiiES0_IKS1_S0_IffEESt10_Select1stIS4_ESt4lessIS1_ESaIS4_EE29_M_get_insert_hint_unique_posESt23_Rb_tree_const_iteratorIS4_ERS2_
 13444: 00000000007d3150   164 FUNC    GLOBAL DEFAULT   10 _ZN13EndLevelLayer6goEditEv
 13445: 00000000008316c0   488 FUNC    GLOBAL DEFAULT   10 _ZN20MusicDownloadManagerD1Ev
 13446: 00000000007933e0   248 FUNC    GLOBAL DEFAULT   10 _ZN10GJItemIcon19changeToLockedStateEf
 13447: 0000000000a2f2dc   840 FUNC    GLOBAL DEFAULT   10 _ZN14LevelAreaLayer9addGodRayEfffffN7cocos2d7CCPointE
 13448: 00000000005c7098     8 FUNC    GLOBAL DEFAULT   10 _ZThn344_N7UILayer5keyUpEN7cocos2d12enumKeyCodesEd
 13449: 0000000000ccc02c     8 FUNC    GLOBAL DEFAULT   10 __cxa_get_exception_ptr
 13450: 000000000095f2e4    32 FUNC    GLOBAL DEFAULT   10 _ZN16WorldSelectLayer9tryShowAdEv
 13451: 00000000006f7448   364 FUNC    GLOBAL DEFAULT   10 _ZN16GameLevelManager18invalidateMessagesEbb
 13452: 00000000008a3ba8    40 FUNC    GLOBAL DEFAULT   10 _ZN11ColorAction6createEv
 13453: 0000000000dae64c     8 FUNC    GLOBAL DEFAULT   10 EVP_PKEY_CTX_set_data
 13454: 0000000000955cb8   280 FUNC    GLOBAL DEFAULT   10 _ZN22SetupInstantCountPopup22updateItemIDInputLabelEv
 13455: 0000000000dffa3c    12 FUNC    GLOBAL DEFAULT   10 PROXY_POLICY_new
 13456: 0000000000b45dfc     8 FUNC    GLOBAL DEFAULT   10 _ZN13DS_Dictionary18setRectArrayForKeyEPKcRKSt6vectorIN7cocos2d6CCRectESaIS4_EE
 13457: 00000000011fad40    16 OBJECT  WEAK   DEFAULT   17 _ZTINSt6thread10_Impl_baseE
 13458: 0000000000b57a50    48 FUNC    GLOBAL DEFAULT   10 _ZN4pugi22xml_attribute_iteratorC2EPNS_20xml_attribute_structEPNS_15xml_node_structE
 13459: 0000000000ae9edc    32 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d15CCLayerGradient13setEndOpacityEh
 13460: 0000000000abde7c     4 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d6CCShow7reverseEv
 13461: 0000000000b54df0   368 FUNC    GLOBAL DEFAULT   10 _ZN4pugi8xml_node13prepend_childENS_13xml_node_typeE
 13462: 0000000000e1e6b4   600 FUNC    GLOBAL DEFAULT   10 cms_EnvelopedData_init_bio
 13463: 0000000000f039f0    16 OBJECT  WEAK   DEFAULT   11 _ZTS13GJSmartPrefab
 13464: 0000000000a6dc24   748 FUNC    GLOBAL DEFAULT   10 _ZN12GJPathSprite17changeToLockedArtEv
 13465: 0000000000883400   780 FUNC    GLOBAL DEFAULT   10 _ZN15GJBaseGameLayer10sortGroupsEv
 13466: 00000000008ecde0   388 FUNC    GLOBAL DEFAULT   10 _ZN15SetupPulsePopup7onCloseEPN7cocos2d8CCObjectE
 13467: 0000000000acb20c   180 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d6CCNode14setContentSizeERKNS_6CCSizeE
 13468: 0000000000a2d344   336 FUNC    GLOBAL DEFAULT   10 _ZN14LevelAreaLayer11onClickDoorEPN7cocos2d8CCObjectE
 13469: 00000000008f7c3c    60 FUNC    GLOBAL DEFAULT   10 _ZN11ProfilePage16onCommentHistoryEPN7cocos2d8CCObjectE
 13470: 0000000000f00810    22 OBJECT  WEAK   DEFAULT   11 _ZTS19SetupTransformPopup
 13471: 0000000001143bc0   896 OBJECT  WEAK   DEFAULT   17 _ZTV13ListButtonBar
 13472: 00000000009d2604  3752 FUNC    GLOBAL DEFAULT   10 _ZN15GJSmartTemplate9saveRemapESs
 13473: 0000000000d3fd6c   148 FUNC    GLOBAL DEFAULT   10 SSL_check_private_key
 13474: 0000000000924bc0   104 FUNC    GLOBAL DEFAULT   10 _ZN21GJPFollowCommandLayer14updateDurationEv
 13475: 0000000000d90a5c    36 FUNC    GLOBAL DEFAULT   10 EC_KEY_set_default_method
 13476: 00000000008f51f4   132 FUNC    GLOBAL DEFAULT   10 _ZN19FRequestProfilePage21loadFRequestsFinishedEPN7cocos2d7CCArrayEPKc
 13477: 0000000000b21910     4 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d22ccCArrayDoubleCapacityEPNS_9_ccCArrayE
 13478: 0000000000d43eb0     8 FUNC    GLOBAL DEFAULT   10 SSL_CTX_set_default_ctlog_list_file
 13479: 0000000000a44a84   292 FUNC    GLOBAL DEFAULT   10 _ZN16SelectEventLayer12nextPositionEv
 13480: 0000000000a0eb38  3160 FUNC    GLOBAL DEFAULT   10 _ZN25SetupAreaTintTriggerPopup4initEP17EnterEffectObjectPN7cocos2d7CCArrayE
 13481: 00000000008cc92c    64 FUNC    GLOBAL DEFAULT   10 _ZN17UploadActionPopup10closePopupEv
 13482: 000000000057520c    64 FUNC    GLOBAL DEFAULT   10 _ZN12CCBlockLayer4drawEv
 13483: 00000000006cfe10   292 FUNC    GLOBAL DEFAULT   10 _ZN16LevelSearchLayer7onMagicEPN7cocos2d8CCObjectE
 13484: 000000000058085c    88 FUNC    GLOBAL DEFAULT   10 _ZN11GameToolbox24getLargestMergedIntDictsEPN7cocos2d12CCDictionaryES2_
 13485: 0000000000afd148     8 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d16CCParticleSystem18setTangentialAccelEf
 13486: 0000000000653d9c  1288 FUNC    GLOBAL DEFAULT   10 _ZN14TextGameObject6createEPN7cocos2d11CCTexture2DE
 13487: 0000000000000000     0 FUNC    GLOBAL DEFAULT  UND lround@LIBC (3)
 13488: 0000000000000000     0 FUNC    GLOBAL DEFAULT  UND glStencilFunc
