
Symbol table '.dynsym' contains 27118 entries:
   Num:    Value          Size Type    Bind   Vis      Ndx Name
  1941: 0000000000b6871c   120 FUNC    WEAK   DEFAULT   10 _ZN3fmt8internal5ArrayIwLm500EE6appendEPKwS4_
  1942: 000000000057b2a4     4 FUNC    GLOBAL DEFAULT   10 _ZN9TableView17scrollToIndexPathER11CCIndexPath
  1943: 00000000008253e8    36 FUNC    GLOBAL DEFAULT   10 _ZN10HardStreakD0Ev
  1944: 0000000000afaa68   440 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d19CCParticleFireworks22initWithTotalParticlesEj
  1945: 00000000008cca10    88 FUNC    GLOBAL DEFAULT   10 _ZN14GJMessagePopup12onClosePopupEP17UploadActionPopup
  1946: 00000000008990e0   208 FUNC    GLOBAL DEFAULT   10 _ZN15GJBaseGameLayer17controlAreaEffectEP17EnterEffectObjectPSt6vectorI19EnterEffectInstanceSaIS3_EE15GJActionCommand
  1947: 0000000000000000     0 FUNC    GLOBAL DEFAULT  UND vsnprintf@LIBC (2)
  1948: 0000000000dea954   160 FUNC    GLOBAL DEFAULT   10 X509_time_adj_ex
  1949: 0000000000b676fc   188 FUNC    WEAK   DEFAULT   10 _ZN3fmt8internal13FormatDecimalImcEEvPT0_T_j
  1950: 0000000000bd7950    52 FUNC    GLOBAL DEFAULT   10 png_set_strip_16
  1951: 000000000094c328   500 FUNC    GLOBAL DEFAULT   10 _ZN14SetItemIDLayer6createEP16EffectGameObjectPN7cocos2d7CCArrayE
  1952: 0000000000f16c30    20 OBJECT  WEAK   DEFAULT   11 _ZTSN7cocos2d8CCFollowE
  1953: 0000000000934674   164 FUNC    GLOBAL DEFAULT   10 _ZN11RewardsPageD1Ev
  1954: 0000000000dd903c    80 FUNC    GLOBAL DEFAULT   10 RSA_X931_hash_id
  1955: 00000000005c7118    68 FUNC    GLOBAL DEFAULT   10 _ZN7UILayer14editorPlaytestEb
  1956: 000000000114afe0    96 OBJECT  WEAK   DEFAULT   17 _ZTV11StatsObject
  1957: 0000000000ae9f04     8 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d15CCLayerGradient9getVectorEv
  1958: 0000000000ace54c    64 FUNC    GLOBAL DEFAULT   10 _ZNK7cocos2d7CCPointmiERKS0_
  1959: 0000000000af18b4    68 FUNC    WEAK   DEFAULT   10 _ZN7cocos2d6CCMenuD2Ev
  1960: 00000000005b58a4   356 FUNC    WEAK   DEFAULT   10 _ZNSt10_HashtableIiSt4pairIKi9FMODMusicESaIS3_ENSt8__detail10_Select1stESt8equal_toIiESt4hashIiENS5_18_Mod_range_hashingENS5_20_Default_ranged_hashENS5_20_Prime_rehash_policyENS5_17_Hashtable_traitsILb0ELb0ELb1EEEE8_M_eraseEmPNS5_15_Hash_node_baseEPNS5_10_Hash_nodeIS3_Lb0EEE
  1961: 0000000000de0d08    96 FUNC    GLOBAL DEFAULT   10 CRYPTO_THREAD_lock_new
  1962: 0000000000a90ba8   616 FUNC    GLOBAL DEFAULT   10 _ZN12SecretLayer515textInputOpenedEP15CCTextInputNode
  1963: 000000000118dfe0  1848 OBJECT  WEAK   DEFAULT   17 _ZTV16AccountHelpLayer
  1964: 0000000000b13e30  1412 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d16CCAnimationCache13parseVersion2EPNS_12CCDictionaryE
  1965: 0000000000bc5160    68 FUNC    GLOBAL DEFAULT   10 png_zalloc
  1966: 0000000000b56dd8   132 FUNC    GLOBAL DEFAULT   10 _ZN4pugi8xml_text9_data_newEv
  1967: 00000000008a2528    20 FUNC    WEAK   DEFAULT   10 _ZN12SimpleObjectD2Ev
  1968: 0000000000701da0   272 FUNC    GLOBAL DEFAULT   10 _ZN11GJGameLevel22getLastBuildPageForTabEi
  1969: 0000000000790318   356 FUNC    GLOBAL DEFAULT   10 _ZN13GJGarageLayer5sceneEv
  1970: 00000000008a190c    36 FUNC    GLOBAL DEFAULT   10 _ZN17GJColorSetupLayerD0Ev
  1971: 0000000000a175dc     8 FUNC    WEAK   DEFAULT   10 _ZThn320_N19SetupAdvFollowPopupD1Ev
  1972: 000000000095ac04   124 FUNC    GLOBAL DEFAULT   10 _ZN21SetupTouchTogglePopup15onDualTouchModeEPN7cocos2d8CCObjectE
  1973: 000000000116b640  2040 OBJECT  WEAK   DEFAULT   17 _ZTV21RandTriggerGameObject
  1974: 00000000007b3824   684 FUNC    GLOBAL DEFAULT   10 _ZN16GameStatsManager16preProcessRewardEP12GJRewardItem
  1975: 0000000000af9230   112 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d15CCProgressTimer6createEPNS_8CCSpriteE
  1976: 0000000000ab9a68    52 FUNC    WEAK   DEFAULT   10 _ZN7cocos2d19CCTiledGrid3DActionD0Ev
  1977: 0000000000df209c   120 FUNC    GLOBAL DEFAULT   10 X509_PUBKEY_get0
  1978: 00000000009c994c     4 FUNC    WEAK   DEFAULT   10 _ZN12GJMPDelegate18didUploadMPCommentEi
  1979: 0000000000e145b0  2096 FUNC    GLOBAL DEFAULT   10 bn_sqr_comba8
  1980: 000000000121bf00    40 OBJECT  WEAK   DEFAULT   17 _ZTVN4pugi15xml_writer_fileE
  1981: 00000000007d9f1c    76 FUNC    GLOBAL DEFAULT   10 _ZN10StatsLayerD1Ev
  1982: 0000000000af7a5c   124 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d14CCMotionStreak16enableRepeatModeEf
  1983: 00000000009a9db4   148 FUNC    GLOBAL DEFAULT   10 _ZN21SetupSongTriggerPopup14valueDidChangeEif
  1984: 00000000005a602c    36 FUNC    GLOBAL DEFAULT   10 _ZN12CCCircleWaveD0Ev
  1985: 0000000000d4919c   196 FUNC    GLOBAL DEFAULT   10 dtls_process_hello_verify
  1986: 0000000000a30398   204 FUNC    GLOBAL DEFAULT   10 _ZN14LevelAreaLayer6createEv
  1987: 0000000000abf97c    20 FUNC    WEAK   DEFAULT   10 _ZN7cocos2d8CCMoveToD2Ev
  1988: 0000000000925eb4   360 FUNC    GLOBAL DEFAULT   10 _ZN20GJRotateCommandLayer14updateDurLabelEb
  1989: 0000000000c60594   168 FUNC    GLOBAL DEFAULT   10 TIFFRasterScanlineSize64
  1990: 000000000095c000     8 FUNC    GLOBAL DEFAULT   10 _ZThn336_N10ShardsPage14keyBackClickedEv
  1991: 00000000011b2900    88 OBJECT  WEAK   DEFAULT   17 _ZTI12SecretLayer2
  1992: 0000000000ad2964     4 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d8CCObject15encodeWithCoderEP13DS_Dictionary
  1993: 00000000008a3088    96 FUNC    WEAK   DEFAULT   10 _ZN2tk6splineD2Ev
  1994: 00000000009fc2ec   236 FUNC    GLOBAL DEFAULT   10 _ZN22SetupShaderEffectPopup19updateZLayerButtonsEv
  1995: 00000000009f91f8   104 FUNC    GLOBAL DEFAULT   10 _ZN11ShaderLayer16triggerPixelateXEffbbifb
  1996: 0000000000b2ce30   280 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d21unzGetCurrentFileInfoEPvPNS_15unz_file_info_sEPcmS0_mS3_m
  1997: 000000000121be58    24 OBJECT  WEAK   DEFAULT   17 _ZTIN4pugi17xml_writer_streamE
  1998: 0000000000a52930   500 FUNC    GLOBAL DEFAULT   10 _ZN21SetupStopTriggerPopup6createEP16EffectGameObjectPN7cocos2d7CCArrayE
  1999: 00000000007c76f4   264 FUNC    GLOBAL DEFAULT   10 _ZN16MoreOptionsLayer7onCloseEPN7cocos2d8CCObjectE
  2000: 0000000000aceb34    64 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d6CCRect7setRectEffff
  2001: 00000000011fdd10    24 OBJECT  WEAK   DEFAULT   17 _ZTIN7cocos2d7CCSpawnE
  2002: 0000000000eea770    24 OBJECT  WEAK   DEFAULT   11 _ZTS21OptionsObjectDelegate
  2003: 0000000000877a60   348 FUNC    GLOBAL DEFAULT   10 _ZN15GJBaseGameLayer14rotateGameplayEP24RotateGameplayGameObject
  2004: 00000000009c2f18    72 FUNC    GLOBAL DEFAULT   10 _ZN19CreateParticlePopup26onToggleStartRotationIsDirEPN7cocos2d8CCObjectE
  2005: 0000000000c60640    20 FUNC    GLOBAL DEFAULT   10 TIFFSwabShort
  2006: 0000000000ad2aa4    32 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d8CCObject4copyEv
  2007: 0000000000d473e0     8 FUNC    GLOBAL DEFAULT   10 SSL_CTX_sess_set_get_cb
  2008: 000000000074992c    40 FUNC    GLOBAL DEFAULT   10 _ZN20CheckpointGameObject13triggerObjectEP15GJBaseGameLayeriPKSt6vectorIiSaIiEE
  2009: 0000000000ac4bb4    60 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d15CCActionManagerC2Ev
  2010: 0000000000831ff8   112 FUNC    GLOBAL DEFAULT   10 _ZN20MusicDownloadManager23getSFXFolderObjectForIDEi
  2011: 0000000000aaedbc   172 FUNC    GLOBAL DEFAULT   10 _Z16localStorageFreev
  2012: 00000000006e2e48     8 FUNC    GLOBAL DEFAULT   10 _ZThn336_N14EditLevelLayer14keyBackClickedEv
  2013: 00000000009c2f60    28 FUNC    GLOBAL DEFAULT   10 _ZN19CreateParticlePopup17onDynamicRotationEPN7cocos2d8CCObjectE
  2014: 00000000005bbbd0   824 FUNC    GLOBAL DEFAULT   10 _ZN6rtsha14calcEPKviPh
  2015: 00000000006c33d4    84 FUNC    GLOBAL DEFAULT   10 _ZN8EditorUI12onPasteColorEPN7cocos2d8CCObjectE
  2016: 0000000000c33fd4     8 FUNC    GLOBAL DEFAULT   10 TIFFFieldReadCount
  2017: 0000000000e72b68   640 FUNC    GLOBAL DEFAULT   10 PKCS5_pbe2_set_iv
  2018: 000000000087d114   160 FUNC    GLOBAL DEFAULT   10 _ZN15GJBaseGameLayer17resetStaticCameraEbb
  2019: 00000000006571bc 10504 FUNC    GLOBAL DEFAULT   10 _ZN10GameObject13getSaveStringEP15GJBaseGameLayer
  2020: 00000000005c8678     4 FUNC    GLOBAL DEFAULT   10 _ZN19GravityEffectSprite4drawEv
  2021: 00000000009fb970   140 FUNC    GLOBAL DEFAULT   10 _ZN22SetupShaderEffectPopupD1Ev
  2022: 0000000000bf1714   364 FUNC    GLOBAL DEFAULT   10 png_read_filter_row_paeth3_neon
  2023: 0000000000915ed0     8 FUNC    GLOBAL DEFAULT   10 _ZThn320_N11DialogLayer12ccTouchEndedEPN7cocos2d7CCTouchEPNS0_7CCEventE
  2024: 0000000000000000     0 FUNC    GLOBAL DEFAULT  UND open@LIBC (2)
  2025: 0000000001230d18     8 OBJECT  GLOBAL DEFAULT   20 _ZN7cocos2d19ccExSwitchMask_fragE
  2026: 000000000065ffc4    48 FUNC    GLOBAL DEFAULT   10 _ZN16LevelEditorLayer22getSelectedEditorOrderEv
  2027: 00000000006e68ec     8 FUNC    GLOBAL DEFAULT   10 _ZThn320_N17LevelBrowserLayer12ccTouchMovedEPN7cocos2d7CCTouchEPNS0_7CCEventE
  2028: 0000000000dc3d44    32 FUNC    GLOBAL DEFAULT   10 OCSP_ONEREQ_add_ext
  2029: 0000000000d894dc   132 FUNC    GLOBAL DEFAULT   10 DSA_sign
  2030: 0000000000957354   528 FUNC    GLOBAL DEFAULT   10 _ZN22SetupInstantCountPopup11textChangedEP15CCTextInputNode
  2031: 00000000008f441c    72 FUNC    GLOBAL DEFAULT   10 _ZN19FRequestProfilePage12onClosePopupEP17UploadActionPopup
  2032: 00000000005a9274    76 FUNC    WEAK   DEFAULT   10 _ZN14ScrollingLayerD2Ev
  2033: 00000000007a59c4  1612 FUNC    GLOBAL DEFAULT   10 _ZN16GameStatsManager20getNextVideoAdRewardEv
  2034: 0000000000ab8588   156 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d12CCEaseSineIn6createEPNS_16CCActionIntervalE
  2035: 00000000011933b8    24 OBJECT  WEAK   DEFAULT   17 _ZTI12URLViewLayer
  2036: 0000000000b1ddfc    44 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d20CCNotificationCenter23purgeNotificationCenterEv
  2037: 00000000008c2ec8     8 FUNC    GLOBAL DEFAULT   10 _ZThn632_N19GJWriteMessagePopup15textInputReturnEP15CCTextInputNode
  2038: 0000000000de7218    32 FUNC    GLOBAL DEFAULT   10 X509_REVOKED_add_ext
  2039: 0000000000d4d294    12 FUNC    GLOBAL DEFAULT   10 dtls1_get_queue_priority
  2040: 00000000006d8500   332 FUNC    GLOBAL DEFAULT   10 _ZN14LevelInfoLayer15showUpdateAlertE14UpdateResponse
  2041: 0000000000af3a1c   252 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d15CCMenuItemLabel10setEnabledEb
  2042: 0000000000d4124c    60 FUNC    GLOBAL DEFAULT   10 SSL_export_keying_material
  2043: 000000000117e470  1784 OBJECT  WEAK   DEFAULT   17 _ZTV21MoreVideoOptionsLayer
  2044: 0000000000965d34  1792 FUNC    GLOBAL DEFAULT   10 _ZN15TopArtistsLayer4initEv
  2045: 0000000000b3aa88   116 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d13CCTMXTiledMap13createWithXMLEPKcS2_
  2046: 0000000000e75be4   184 FUNC    GLOBAL DEFAULT   10 BN_GF2m_mod_sqrt_arr
  2047: 0000000000ebe380    16 OBJECT  WEAK   DEFAULT   11 _ZTS13CustomSFXCell
  2048: 0000000000d8267c     8 FUNC    GLOBAL DEFAULT   10 CONF_module_get_usr_data
  2049: 00000000007eaccc   112 FUNC    GLOBAL DEFAULT   10 _ZN17PromoInterstitial7onCloseEPN7cocos2d8CCObjectE
  2050: 0000000000be4d60    36 FUNC    GLOBAL DEFAULT   10 png_permit_mng_features
  2051: 00000000009201fc   360 FUNC    GLOBAL DEFAULT   10 _ZN20GJFollowCommandLayer14updateDurLabelEb
  2052: 0000000000826c24    36 FUNC    GLOBAL DEFAULT   10 _ZN13SFXInfoObjectD0Ev
  2053: 00000000008f7b74     8 FUNC    GLOBAL DEFAULT   10 _ZN11ProfilePage14keyBackClickedEv
  2054: 00000000009068b0     8 FUNC    GLOBAL DEFAULT   10 _ZThn648_N14ChallengesPage16currencyWillExitEP19CurrencyRewardLayer
  2055: 0000000000758230     4 FUNC    GLOBAL DEFAULT   10 _ZN16ShaderGameObject4initEPKc
  2056: 00000000007d764c    36 FUNC    GLOBAL DEFAULT   10 _ZN14AchievementBarD0Ev
  2057: 0000000000d43eb8     8 FUNC    GLOBAL DEFAULT   10 SSL_CTX_set_ctlog_list_file
  2058: 0000000000731ac4   400 FUNC    GLOBAL DEFAULT   10 _ZN16GameLevelManager32onDeleteServerLevelListCompletedESsSs
  2059: 0000000000b0306c   332 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d20CCParticleSystemQuad4drawEv
  2060: 000000000071268c   124 FUNC    GLOBAL DEFAULT   10 _ZN11GJUserScore14mergeWithScoreEPS_
  2061: 0000000000acecc8    32 FUNC    GLOBAL DEFAULT   10 _ZNK7cocos2d6CCRect7getMidXEv
  2062: 00000000008591a4    20 FUNC    GLOBAL DEFAULT   10 _ZN15GJBaseGameLayer21playerCircleCollisionEP12PlayerObjectP10GameObject
  2063: 00000000007516b4    36 FUNC    GLOBAL DEFAULT   10 _ZN21SongTriggerGameObjectD1Ev
  2064: 0000000000860a10    48 FUNC    GLOBAL DEFAULT   10 _ZN15GJBaseGameLayer13getSpecialKeyEibb
  2065: 0000000000ab98b0    76 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d22CCAccelDeccelAmplitudeD2Ev
  2066: 0000000000931a6c     8 FUNC    GLOBAL DEFAULT   10 _ZThn640_N16LevelLeaderboard15FLAlert_ClickedEP12FLAlertLayerb
  2067: 0000000000ae2d40    36 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d13CCLabelBMFontD0Ev
  2068: 0000000000ecd6d0    19 OBJECT  WEAK   DEFAULT   11 _ZTS16CustomSongWidget
  2069: 0000000000d42990    12 FUNC    GLOBAL DEFAULT   10 SSL_set_msg_callback
  2070: 00000000005be54c     8 FUNC    GLOBAL DEFAULT   10 _ZThn320_N13GJSongBrowserD1Ev
  2071: 000000000057cf70   256 FUNC    GLOBAL DEFAULT   10 _ZN13TableViewCellD2Ev
  2072: 0000000001192210    96 OBJECT  WEAK   DEFAULT   17 _ZTV11CCMoveCNode
  2073: 0000000000ab90dc   116 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d17CCEaseBounceInOut6updateEf
  2074: 0000000000af9f80    76 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d15CCRenderTexture3endEv
  2075: 0000000000a9d7f4    36 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d9extension35CCControlSaturationBrightnessPickerD0Ev
  2076: 0000000000d37770   160 FUNC    GLOBAL DEFAULT   10 tls_fips_digest_extra
  2077: 000000000091d2a8     8 FUNC    GLOBAL DEFAULT   10 _ZThn416_N19GauntletSelectLayer18loadLevelsFinishedEPN7cocos2d7CCArrayEPKci
  2078: 0000000000ef0250    17 OBJECT  WEAK   DEFAULT   11 _ZTS14GJSpiderSprite
  2079: 0000000000e8b960   252 FUNC    GLOBAL DEFAULT   10 _Unwind_Resume
  2080: 0000000000cc8440     8 FUNC    GLOBAL DEFAULT   10 compress
  2081: 0000000000b123e4    52 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d13CCShaderCacheC2Ev
  2082: 00000000009d7688   468 FUNC    GLOBAL DEFAULT   10 _ZN15GJSmartTemplate19resetScannedPrefabsEv
  2083: 00000000006ddcb4     8 FUNC    GLOBAL DEFAULT   10 _ZThn408_N14LevelInfoLayer21levelDownloadFinishedEP11GJGameLevel
  2084: 0000000000bedb7c   344 FUNC    GLOBAL DEFAULT   10 png_write_sCAL_s
  2085: 0000000000aec84c    48 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d20CCTransitionPageTurnC2Ev
  2086: 0000000000eceee0    13 OBJECT  WEAK   DEFAULT   11 _ZTS10GJItemIcon
  2087: 0000000001202f60  1464 OBJECT  WEAK   DEFAULT   17 _ZTVN7cocos2d10CCLabelTTFE
  2088: 00000000006fa060   624 FUNC    GLOBAL DEFAULT   10 _ZN16GameLevelManager30onUploadFriendRequestCompletedESsSs
  2089: 0000000001184a00    24 OBJECT  WEAK   DEFAULT   17 _ZTI13GJGroundLayer
  2090: 0000000000ddd730     8 FUNC    GLOBAL DEFAULT   10 SHA256_Transform
  2091: 0000000000646ab8   200 FUNC    GLOBAL DEFAULT   10 _ZN10GameObject10addToGroupEi
  2092: 0000000000b24624    20 FUNC    GLOBAL DEFAULT   10 _ZN8tinyxml214XMLDeclarationD1Ev
  2093: 0000000000b10abc    44 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d11CCGLProgram11descriptionEv
  2094: 00000000007496b8     8 FUNC    WEAK   DEFAULT   10 _ZN16EffectGameObject14setObjectLabelEPN7cocos2d13CCLabelBMFontE
  2095: 0000000000de7bc4    92 FUNC    GLOBAL DEFAULT   10 X509_STORE_CTX_get_obj_by_subject
  2096: 0000000001203550   120 OBJECT  WEAK   DEFAULT   17 _ZTIN7cocos2d7CCLayerE
  2097: 000000000121bd20    24 OBJECT  WEAK   DEFAULT   17 _ZTIN7cocos2d14CCMouseHandlerE
  2098: 00000000008207e8   296 FUNC    GLOBAL DEFAULT   10 _ZN16GJRateLevelLayer18uploadActionFailedEii
  2099: 00000000011ff110   136 OBJECT  WEAK   DEFAULT   17 _ZTVN7cocos2d16CCProgressFromToE
  2100: 0000000000a24474     8 FUNC    GLOBAL DEFAULT   10 _ZThn320_N18CharacterColorPageD1Ev
  2101: 0000000000b511a0   100 FUNC    GLOBAL DEFAULT   10 _ZNK4pugi13xml_attribute14next_attributeEv
  2102: 0000000000577334   416 FUNC    GLOBAL DEFAULT   10 _ZN12CCSpritePart25createWithSpriteFrameNameEPKc
  2103: 000000000096940c   248 FUNC    GLOBAL DEFAULT   10 _ZN24SetupCameraOffsetTrigger21updateMoveCommandPosXEv
  2104: 0000000000dc9984  1316 FUNC    GLOBAL DEFAULT   10 PKCS12_key_gen_uni
  2105: 000000000086a348   252 FUNC    GLOBAL DEFAULT   10 _ZN15GJBaseGameLayer14updateGuideArtEv
  2106: 000000000092a568    52 FUNC    GLOBAL DEFAULT   10 _ZN11GJShopLayer21updateCurrencyCounterEv
  2107: 0000000000b16fb8     8 FUNC    GLOBAL DEFAULT   10 _ZThn320_N7cocos2d17CCSpriteBatchNode10getTextureEv
  2108: 0000000000b0a990    20 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d9CCEGLViewD2Ev
  2109: 0000000000dd427c    40 FUNC    GLOBAL DEFAULT   10 RSA_get0_key
  2110: 000000000071948c  1472 FUNC    GLOBAL DEFAULT   10 _ZN11GJLevelList12showListInfoEv
  2111: 000000000068a7a4    76 FUNC    GLOBAL DEFAULT   10 _ZN8EditorUI15findTriggerTestEv
  2112: 0000000000b0ee74   220 FUNC    GLOBAL DEFAULT   10 _Z18getDoubleForKeyJNIPKcd
  2113: 0000000000c06810   192 FUNC    GLOBAL DEFAULT   10 jpeg_mem_src
  2114: 0000000000dab56c   396 FUNC    GLOBAL DEFAULT   10 EVP_DigestVerifyInit
  2115: 0000000000578c78     8 FUNC    GLOBAL DEFAULT   10 _ZThn320_N7cocos2d13CCScrollLayerD0Ev
  2116: 00000000008e91fc    36 FUNC    GLOBAL DEFAULT   10 _ZN22SetupObjectTogglePopupD0Ev
  2117: 0000000000ab3b60    36 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d7CCSpeed6isDoneEv
  2118: 0000000000d60944    28 FUNC    GLOBAL DEFAULT   10 SSL_add_ssl_module
  2119: 000000000076e714  2072 FUNC    GLOBAL DEFAULT   10 _ZN24RotateGameplayGameObject6createEv
  2120: 0000000001125580   208 OBJECT  GLOBAL DEFAULT   17 tls1_prf_pkey_meth
  2121: 0000000000952bbc     8 FUNC    GLOBAL DEFAULT   10 _ZThn320_N22SetupCountTriggerPopupD1Ev
  2122: 0000000000640304   144 FUNC    GLOBAL DEFAULT   10 _ZN10GameObject12setRRotationEf
  2123: 0000000000da4ed4    16 FUNC    GLOBAL DEFAULT   10 EVP_camellia_192_cbc
  2124: 00000000006094c0   232 FUNC    GLOBAL DEFAULT   10 _ZN9StatsCell4drawEv
  2125: 0000000000d57e30   852 FUNC    GLOBAL DEFAULT   10 tls12_check_peer_sigalg
  2126: 00000000006d5f64   328 FUNC    GLOBAL DEFAULT   10 _ZN14LevelInfoLayer13confirmDeleteEPN7cocos2d8CCObjectE
  2127: 0000000000ab0c40    68 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d7CCTimer14initWithTargetEPNS_8CCObjectEMS1_FvfEfjf
  2128: 00000000008c2c74    36 FUNC    GLOBAL DEFAULT   10 _ZN14GJMessagePopupD0Ev
  2129: 0000000000a39520   300 FUNC    GLOBAL DEFAULT   10 _ZN18SelectSettingLayer6createE17SelectSettingTypei
  2130: 0000000000db3a78   256 FUNC    GLOBAL DEFAULT   10 OPENSSL_LH_retrieve
  2131: 00000000009ab770    80 FUNC    GLOBAL DEFAULT   10 _ZN18SetupTimeWarpPopup13sliderChangedEPN7cocos2d8CCObjectE
  2132: 0000000000758a90     4 FUNC    GLOBAL DEFAULT   10 _ZN24AdvancedFollowEditObject4initEPKc
  2133: 00000000007a20ec    28 FUNC    GLOBAL DEFAULT   10 _ZN16GameStatsManager13getMapPackKeyEi
  2134: 000000000074a4e8    84 FUNC    WEAK   DEFAULT   10 _ZN23ChanceTriggerGameObjectD0Ev
  2135: 0000000000d84650   132 FUNC    GLOBAL DEFAULT   10 SCT_LIST_validate
  2136: 0000000000749b64    36 FUNC    WEAK   DEFAULT   10 _ZN14DashRingObjectD1Ev
  2137: 00000000009c2f98    28 FUNC    GLOBAL DEFAULT   10 _ZN19CreateParticlePopup17onStartRGBVarSyncEPN7cocos2d8CCObjectE
  2138: 0000000000685a64    60 FUNC    WEAK   DEFAULT   10 _ZN17GJRotationControlD2Ev
  2139: 0000000000880d20   452 FUNC    GLOBAL DEFAULT   10 _ZN15GJBaseGameLayer21playKeyframeAnimationEP25KeyframeAnimTriggerObjectRKSt6vectorIiSaIiEE
  2140: 000000000070b394    48 FUNC    GLOBAL DEFAULT   10 _ZN11GJGameLevel15createWithCoderEP13DS_Dictionary
  2141: 0000000000afa700    32 FUNC    WEAK   DEFAULT   10 _ZN7cocos2d16CCParticleMeteor4initEv
  2142: 0000000000ad2b74    84 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d5CCSetC1Ev
  2143: 0000000000aa7160   104 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d9extension12CCScrollView4initEv
  2144: 0000000000a97348   128 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d9extension13AssetsManager6HelperD1Ev
  2145: 0000000000aa34c4   120 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d9extension22CCControlPotentiometerD1Ev
  2146: 0000000000a996b0     8 FUNC    GLOBAL DEFAULT   10 _ZThn408_N7cocos2d9extension9CCControl19setOpacityModifyRGBEb
  2147: 000000000084bea0    60 FUNC    GLOBAL DEFAULT   10 _ZN12AccountLayer13showLoadingUIEv
  2148: 0000000000a0c6fc  2760 FUNC    GLOBAL DEFAULT   10 _ZN30SetupAreaTransformTriggerPopup4initEP17EnterEffectObjectPN7cocos2d7CCArrayE
  2149: 0000000000adc03c   280 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d10CCGridBase12initWithSizeERKNS_6CCSizeE
  2150: 0000000000a0d3e4  2332 FUNC    GLOBAL DEFAULT   10 _ZN27SetupAreaRotateTriggerPopup4initEP17EnterEffectObjectPN7cocos2d7CCArrayE
  2151: 0000000001219250    24 OBJECT  WEAK   DEFAULT   17 _ZTIN8tinyxml210XMLElementE
  2152: 0000000000d9ff58     4 FUNC    GLOBAL DEFAULT   10 ERR_remove_thread_state
  2153: 00000000009b2574    80 FUNC    GLOBAL DEFAULT   10 _ZN18EnhancedGameObject20resetSyncedAnimationEv
  2154: 0000000000ed4470    20 OBJECT  WEAK   DEFAULT   11 _ZTS17ShareCommentLayer
  2155: 0000000000dc32b0    12 FUNC    GLOBAL DEFAULT   10 OCSP_ONEREQ_new
  2156: 0000000000aba274    76 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d17CCDeccelAmplitude14initWithActionEPNS_8CCActionEf
  2157: 0000000000832f2c  1044 FUNC    GLOBAL DEFAULT   10 _ZN14SongInfoObjectD1Ev
  2158: 0000000000675460   200 FUNC    WEAK   DEFAULT   10 _ZNSt10_HashtableIllSaIlENSt8__detail9_IdentityESt8equal_toIlESt4hashIlENS1_18_Mod_range_hashingENS1_20_Default_ranged_hashENS1_20_Prime_rehash_policyENS1_17_Hashtable_traitsILb0ELb1ELb1EEEE6rehashEm
  2159: 00000000011ab840    24 OBJECT  WEAK   DEFAULT   17 _ZTV16TextAreaDelegate
  2160: 00000000005a3400  1212 FUNC    GLOBAL DEFAULT   10 _ZN15CCTextInputNode11updateLabelESs
  2161: 00000000007bf38c 25808 FUNC    GLOBAL DEFAULT   10 _ZN16GameStatsManager23createSpecialChestItemsEv
  2162: 0000000000d90660    52 FUNC    GLOBAL DEFAULT   10 EC_KEY_key2buf
  2163: 00000000007e5d68     8 FUNC    GLOBAL DEFAULT   10 _ZThn640_N9InfoLayer21commentUploadFinishedEi
  2164: 00000000009544e8    92 FUNC    GLOBAL DEFAULT   10 _ZN22SetupCountTriggerPopup13onItemIDArrowEPN7cocos2d8CCObjectE
  2165: 0000000000dd3880    12 FUNC    GLOBAL DEFAULT   10 i2d_RSAPrivateKey
  2166: 000000000082a684    48 FUNC    GLOBAL DEFAULT   10 _ZN20MusicDownloadManager20isMusicLibraryLoadedEv
